,Days Since 100 Cases,Doubles in N Days,Reference Cases
599,79,Doubles in 6 Days,919520.9099750399
600,80,Doubles in 6 Days,1032127.3240738818
601,81,Doubles in 6 Days,1158523.7502960414
602,82,Doubles in 6 Days,1300398.9417723513
603,83,Doubles in 6 Days,1459648.4598011344
604,84,Doubles in 6 Days,1638400.0000000028
605,85,Doubles in 6 Days,1839041.8199500798
606,86,Doubles in 6 Days,2064254.6481477637
607,87,Doubles in 6 Days,2317047.5005920827
608,88,Doubles in 6 Days,2600797.8835447025
609,89,Doubles in 6 Days,2919296.919602269
610,90,Doubles in 6 Days,3276800.0000000056
611,91,Doubles in 6 Days,3678083.6399001596
612,92,Doubles in 6 Days,4128509.2962955274
613,93,Doubles in 6 Days,4634095.0011841655
614,94,Doubles in 6 Days,5201595.767089405
615,95,Doubles in 6 Days,5838593.839204538
616,96,Doubles in 6 Days,6553600.000000011
617,97,Doubles in 6 Days,7356167.279800319
618,98,Doubles in 6 Days,8257018.592591055
619,99,Doubles in 6 Days,9268190.002368331
620,100,Doubles in 6 Days,10403191.53417881
621,101,Doubles in 6 Days,11677187.678409075
622,102,Doubles in 6 Days,13107200.000000022
623,103,Doubles in 6 Days,14712334.559600638
624,104,Doubles in 6 Days,16514037.18518211
625,105,Doubles in 6 Days,18536380.004736662
626,106,Doubles in 6 Days,20806383.06835762
627,107,Doubles in 6 Days,23354375.35681815
628,108,Doubles in 6 Days,26214400.000000045
629,109,Doubles in 6 Days,29424669.119201276
630,110,Doubles in 6 Days,33028074.37036422
631,111,Doubles in 6 Days,37072760.009473324
632,112,Doubles in 6 Days,41612766.13671524
633,113,Doubles in 6 Days,46708750.7136363
634,114,Doubles in 6 Days,52428800.00000009
635,115,Doubles in 6 Days,58849338.23840255
636,116,Doubles in 6 Days,66056148.74072844
637,117,Doubles in 6 Days,74145520.01894665
638,118,Doubles in 6 Days,83225532.27343048
639,119,Doubles in 6 Days,93417501.4272726
640,120,Doubles in 6 Days,104857600.00000018
641,121,Doubles in 6 Days,117698676.4768051
642,122,Doubles in 6 Days,132112297.48145688
643,123,Doubles in 6 Days,148291040.0378933
644,124,Doubles in 6 Days,166451064.54686096
645,125,Doubles in 6 Days,186835002.8545452
646,126,Doubles in 6 Days,209715200.00000036
647,127,Doubles in 6 Days,235397352.9536102
648,128,Doubles in 6 Days,264224594.96291375
649,129,Doubles in 6 Days,296582080.0757866
650,0,Doubles in 7 Days,100.0
651,1,Doubles in 7 Days,110.40895136738122
652,2,Doubles in 7 Days,121.90136542044752
653,3,Doubles in 7 Days,134.59001926323558
654,4,Doubles in 7 Days,148.5994289136948
655,5,Doubles in 7 Days,164.0670712015275
656,6,Doubles in 7 Days,181.14473285278123
657,7,Doubles in 7 Days,199.99999999999986
658,8,Doubles in 7 Days,220.8179027347623
659,9,Doubles in 7 Days,243.8027308408949
660,10,Doubles in 7 Days,269.180038526471
661,11,Doubles in 7 Days,297.1988578273894
662,12,Doubles in 7 Days,328.13414240305485
663,13,Doubles in 7 Days,362.2894657055623
664,14,Doubles in 7 Days,399.99999999999955
665,15,Doubles in 7 Days,441.63580546952437
666,16,Doubles in 7 Days,487.6054616817895
667,17,Doubles in 7 Days,538.3600770529416
668,18,Doubles in 7 Days,594.3977156547784
669,19,Doubles in 7 Days,656.2682848061092
670,20,Doubles in 7 Days,724.578931411124
671,21,Doubles in 7 Days,799.9999999999985
672,22,Doubles in 7 Days,883.2716109390482
673,23,Doubles in 7 Days,975.2109233635784
674,24,Doubles in 7 Days,1076.7201541058828
675,25,Doubles in 7 Days,1188.7954313095563
676,26,Doubles in 7 Days,1312.5365696122178
677,27,Doubles in 7 Days,1449.1578628222474
678,28,Doubles in 7 Days,1599.9999999999961
679,29,Doubles in 7 Days,1766.5432218780954
680,30,Doubles in 7 Days,1950.4218467271558
681,31,Doubles in 7 Days,2153.440308211764
682,32,Doubles in 7 Days,2377.5908626191112
683,33,Doubles in 7 Days,2625.0731392244343
684,34,Doubles in 7 Days,2898.3157256444933
685,35,Doubles in 7 Days,3199.999999999991
686,36,Doubles in 7 Days,3533.086443756189
687,37,Doubles in 7 Days,3900.8436934543097
688,38,Doubles in 7 Days,4306.880616423527
689,39,Doubles in 7 Days,4755.18172523822
690,40,Doubles in 7 Days,5250.146278448866
691,41,Doubles in 7 Days,5796.631451288984
692,42,Doubles in 7 Days,6399.999999999979
693,43,Doubles in 7 Days,7066.172887512375
694,44,Doubles in 7 Days,7801.687386908616
695,45,Doubles in 7 Days,8613.76123284705
696,46,Doubles in 7 Days,9510.363450476436
697,47,Doubles in 7 Days,10500.292556897728
698,48,Doubles in 7 Days,11593.262902577962
699,49,Doubles in 7 Days,12799.99999999995
700,50,Doubles in 7 Days,14132.345775024743
701,51,Doubles in 7 Days,15603.374773817224
702,52,Doubles in 7 Days,17227.522465694088
703,53,Doubles in 7 Days,19020.72690095286
704,54,Doubles in 7 Days,21000.58511379544
705,55,Doubles in 7 Days,23186.52580515591
706,56,Doubles in 7 Days,25599.999999999887
707,57,Doubles in 7 Days,28264.69155004947
708,58,Doubles in 7 Days,31206.74954763443
709,59,Doubles in 7 Days,34455.04493138816
710,60,Doubles in 7 Days,38041.45380190571
711,61,Doubles in 7 Days,42001.17022759087
712,62,Doubles in 7 Days,46373.051610311806
713,63,Doubles in 7 Days,51199.99999999976
714,64,Doubles in 7 Days,56529.38310009892
715,65,Doubles in 7 Days,62413.49909526884
716,66,Doubles in 7 Days,68910.0898627763
717,67,Doubles in 7 Days,76082.90760381139
718,68,Doubles in 7 Days,84002.34045518171
719,69,Doubles in 7 Days,92746.10322062357
720,70,Doubles in 7 Days,102399.99999999946
721,71,Doubles in 7 Days,113058.76620019777
722,72,Doubles in 7 Days,124826.9981905376
723,73,Doubles in 7 Days,137820.1797255525
724,74,Doubles in 7 Days,152165.81520762265
725,75,Doubles in 7 Days,168004.68091036327
726,76,Doubles in 7 Days,185492.206441247
727,77,Doubles in 7 Days,204799.99999999878
728,78,Doubles in 7 Days,226117.5324003954
729,79,Doubles in 7 Days,249653.99638107503
730,80,Doubles in 7 Days,275640.3594511048
731,81,Doubles in 7 Days,304331.63041524513
732,82,Doubles in 7 Days,336009.36182072636
733,83,Doubles in 7 Days,370984.4128824938
734,84,Doubles in 7 Days,409599.9999999974
735,85,Doubles in 7 Days,452235.0648007906
736,86,Doubles in 7 Days,499307.9927621499
737,87,Doubles in 7 Days,551280.7189022094
738,88,Doubles in 7 Days,608663.26083049
739,89,Doubles in 7 Days,672018.7236414525
740,90,Doubles in 7 Days,741968.8257649873
741,91,Doubles in 7 Days,819199.9999999943
742,92,Doubles in 7 Days,904470.1296015807
743,93,Doubles in 7 Days,998615.9855242991
744,94,Doubles in 7 Days,1102561.4378044182
745,95,Doubles in 7 Days,1217326.5216609791
746,96,Doubles in 7 Days,1344037.4472829038
747,97,Doubles in 7 Days,1483937.6515299734
748,98,Doubles in 7 Days,1638399.9999999874
749,99,Doubles in 7 Days,1808940.2592031602
750,100,Doubles in 7 Days,1997231.971048597
751,101,Doubles in 7 Days,2205122.875608835
752,102,Doubles in 7 Days,2434653.043321957
753,103,Doubles in 7 Days,2688074.8945658063
754,104,Doubles in 7 Days,2967875.3030599453
755,105,Doubles in 7 Days,3276799.999999973
756,106,Doubles in 7 Days,3617880.518406318
757,107,Doubles in 7 Days,3994463.9420971912
758,108,Doubles in 7 Days,4410245.751217667
759,109,Doubles in 7 Days,4869306.086643911
760,110,Doubles in 7 Days,5376149.78913161
761,111,Doubles in 7 Days,5935750.606119887
762,112,Doubles in 7 Days,6553599.999999942
763,113,Doubles in 7 Days,7235761.036812632
764,114,Doubles in 7 Days,7988927.884194379
765,115,Doubles in 7 Days,8820491.50243533
766,116,Doubles in 7 Days,9738612.173287818
767,117,Doubles in 7 Days,10752299.578263216
768,118,Doubles in 7 Days,11871501.21223977
769,119,Doubles in 7 Days,13107199.99999988
770,120,Doubles in 7 Days,14471522.073625261
771,121,Doubles in 7 Days,15977855.768388754
772,122,Doubles in 7 Days,17640983.004870653
773,123,Doubles in 7 Days,19477224.346575625
774,124,Doubles in 7 Days,21504599.156526417
775,125,Doubles in 7 Days,23743002.424479526
776,126,Doubles in 7 Days,26214399.999999743
777,127,Doubles in 7 Days,28943044.1472505
778,128,Doubles in 7 Days,31955711.53677748
779,129,Doubles in 7 Days,35281966.009741284
780,0,Doubles in 8 Days,100.0
781,1,Doubles in 8 Days,109.05077326652577
782,2,Doubles in 8 Days,118.9207115002721
783,3,Doubles in 8 Days,129.68395546510098
784,4,Doubles in 8 Days,141.4213562373095
785,5,Doubles in 8 Days,154.2210825407941
786,6,Doubles in 8 Days,168.17928305074292
787,7,Doubles in 8 Days,183.40080864093426
788,8,Doubles in 8 Days,200.00000000000003
789,9,Doubles in 8 Days,218.10154653305156
790,10,Doubles in 8 Days,237.84142300054424
791,11,Doubles in 8 Days,259.36791093020196
792,12,Doubles in 8 Days,282.842712474619
793,13,Doubles in 8 Days,308.4421650815882
794,14,Doubles in 8 Days,336.35856610148585
795,15,Doubles in 8 Days,366.8016172818685
796,16,Doubles in 8 Days,400.00000000000006
797,17,Doubles in 8 Days,436.2030930661031
798,18,Doubles in 8 Days,475.6828460010885
799,19,Doubles in 8 Days,518.7358218604039
800,20,Doubles in 8 Days,565.685424949238
801,21,Doubles in 8 Days,616.8843301631764
802,22,Doubles in 8 Days,672.7171322029717
803,23,Doubles in 8 Days,733.603234563737
804,24,Doubles in 8 Days,800.0000000000001
805,25,Doubles in 8 Days,872.4061861322062
806,26,Doubles in 8 Days,951.365692002177
807,27,Doubles in 8 Days,1037.4716437208078
808,28,Doubles in 8 Days,1131.370849898476
809,29,Doubles in 8 Days,1233.7686603263528
810,30,Doubles in 8 Days,1345.4342644059434
811,31,Doubles in 8 Days,1467.206469127474
812,32,Doubles in 8 Days,1600.0000000000002
813,33,Doubles in 8 Days,1744.8123722644125
814,34,Doubles in 8 Days,1902.731384004354
815,35,Doubles in 8 Days,2074.9432874416157
816,36,Doubles in 8 Days,2262.741699796952
817,37,Doubles in 8 Days,2467.5373206527056
818,38,Doubles in 8 Days,2690.868528811887
819,39,Doubles in 8 Days,2934.412938254948
820,40,Doubles in 8 Days,3200.0000000000005
821,41,Doubles in 8 Days,3489.624744528825
822,42,Doubles in 8 Days,3805.462768008708
823,43,Doubles in 8 Days,4149.886574883231
824,44,Doubles in 8 Days,4525.483399593904
825,45,Doubles in 8 Days,4935.074641305411
826,46,Doubles in 8 Days,5381.737057623774
827,47,Doubles in 8 Days,5868.825876509896
828,48,Doubles in 8 Days,6400.000000000001
829,49,Doubles in 8 Days,6979.24948905765
830,50,Doubles in 8 Days,7610.925536017416
831,51,Doubles in 8 Days,8299.773149766463
832,52,Doubles in 8 Days,9050.966799187809
833,53,Doubles in 8 Days,9870.149282610822
834,54,Doubles in 8 Days,10763.474115247547
835,55,Doubles in 8 Days,11737.651753019793
836,56,Doubles in 8 Days,12800.000000000002
837,57,Doubles in 8 Days,13958.4989781153
838,58,Doubles in 8 Days,15221.851072034831
839,59,Doubles in 8 Days,16599.546299532925
840,60,Doubles in 8 Days,18101.933598375617
841,61,Doubles in 8 Days,19740.298565221645
842,62,Doubles in 8 Days,21526.948230495094
843,63,Doubles in 8 Days,23475.303506039585
844,64,Doubles in 8 Days,25600.000000000004
845,65,Doubles in 8 Days,27916.9979562306
846,66,Doubles in 8 Days,30443.702144069663
847,67,Doubles in 8 Days,33199.09259906585
848,68,Doubles in 8 Days,36203.867196751235
849,69,Doubles in 8 Days,39480.59713044329
850,70,Doubles in 8 Days,43053.89646099019
851,71,Doubles in 8 Days,46950.60701207917
852,72,Doubles in 8 Days,51200.00000000001
853,73,Doubles in 8 Days,55833.9959124612
854,74,Doubles in 8 Days,60887.404288139325
855,75,Doubles in 8 Days,66398.1851981317
856,76,Doubles in 8 Days,72407.73439350247
857,77,Doubles in 8 Days,78961.19426088658
858,78,Doubles in 8 Days,86107.79292198038
859,79,Doubles in 8 Days,93901.21402415834
860,80,Doubles in 8 Days,102400.00000000001
861,81,Doubles in 8 Days,111667.9918249224
862,82,Doubles in 8 Days,121774.80857627865
863,83,Doubles in 8 Days,132796.3703962634
864,84,Doubles in 8 Days,144815.46878700494
865,85,Doubles in 8 Days,157922.38852177316
866,86,Doubles in 8 Days,172215.58584396075
867,87,Doubles in 8 Days,187802.42804831668
868,88,Doubles in 8 Days,204800.00000000003
869,89,Doubles in 8 Days,223335.9836498448
870,90,Doubles in 8 Days,243549.6171525573
871,91,Doubles in 8 Days,265592.7407925268
872,92,Doubles in 8 Days,289630.9375740099
873,93,Doubles in 8 Days,315844.7770435463
874,94,Doubles in 8 Days,344431.1716879215
875,95,Doubles in 8 Days,375604.85609663336
876,96,Doubles in 8 Days,409600.00000000006
877,97,Doubles in 8 Days,446671.9672996896
878,98,Doubles in 8 Days,487099.2343051146
879,99,Doubles in 8 Days,531185.4815850536
880,100,Doubles in 8 Days,579261.8751480198
881,101,Doubles in 8 Days,631689.5540870926
882,102,Doubles in 8 Days,688862.343375843
883,103,Doubles in 8 Days,751209.7121932667
884,104,Doubles in 8 Days,819200.0000000001
885,105,Doubles in 8 Days,893343.9345993792
886,106,Doubles in 8 Days,974198.4686102292
887,107,Doubles in 8 Days,1062370.9631701072
888,108,Doubles in 8 Days,1158523.7502960395
889,109,Doubles in 8 Days,1263379.1081741853
890,110,Doubles in 8 Days,1377724.686751686
891,111,Doubles in 8 Days,1502419.4243865334
892,112,Doubles in 8 Days,1638400.0000000002
893,113,Doubles in 8 Days,1786687.8691987584
894,114,Doubles in 8 Days,1948396.9372204584
895,115,Doubles in 8 Days,2124741.9263402144
896,116,Doubles in 8 Days,2317047.500592079
897,117,Doubles in 8 Days,2526758.2163483705
898,118,Doubles in 8 Days,2755449.373503372
899,119,Doubles in 8 Days,3004838.848773067
900,120,Doubles in 8 Days,3276800.0000000005
901,121,Doubles in 8 Days,3573375.738397517
902,122,Doubles in 8 Days,3896793.874440917
903,123,Doubles in 8 Days,4249483.852680429
904,124,Doubles in 8 Days,4634095.001184158
905,125,Doubles in 8 Days,5053516.432696741
906,126,Doubles in 8 Days,5510898.747006744
907,127,Doubles in 8 Days,6009677.697546134
908,128,Doubles in 8 Days,6553600.000000001
909,129,Doubles in 8 Days,7146751.476795034
910,0,Doubles in 9 Days,100.0
911,1,Doubles in 9 Days,108.00597388923062
912,2,Doubles in 9 Days,116.65290395761166
913,3,Doubles in 9 Days,125.9921049894873
914,4,Doubles in 9 Days,136.07900001743766
915,5,Doubles in 9 Days,146.97344922755985
916,6,Doubles in 9 Days,158.7401051968199
917,7,Doubles in 9 Days,171.44879657061452
918,8,Doubles in 9 Days,185.17494245745803
919,9,Doubles in 9 Days,199.99999999999991
920,10,Doubles in 9 Days,216.01194777846112
921,11,Doubles in 9 Days,233.30580791522317
922,12,Doubles in 9 Days,251.98420997897446
923,13,Doubles in 9 Days,272.1580000348752
924,14,Doubles in 9 Days,293.94689845511954
925,15,Doubles in 9 Days,317.48021039363965
926,16,Doubles in 9 Days,342.89759314122887
927,17,Doubles in 9 Days,370.3498849149159
928,18,Doubles in 9 Days,399.99999999999966
929,19,Doubles in 9 Days,432.02389555692207
930,20,Doubles in 9 Days,466.61161583044617
931,21,Doubles in 9 Days,503.96841995794875
932,22,Doubles in 9 Days,544.3160000697502
933,23,Doubles in 9 Days,587.8937969102388
934,24,Doubles in 9 Days,634.960420787279
935,25,Doubles in 9 Days,685.7951862824573
936,26,Doubles in 9 Days,740.6997698298312
937,27,Doubles in 9 Days,799.9999999999987
938,28,Doubles in 9 Days,864.0477911138436
939,29,Doubles in 9 Days,933.2232316608918
940,30,Doubles in 9 Days,1007.9368399158968
941,31,Doubles in 9 Days,1088.6320001394997
942,32,Doubles in 9 Days,1175.787593820477
943,33,Doubles in 9 Days,1269.9208415745572
944,34,Doubles in 9 Days,1371.5903725649139
945,35,Doubles in 9 Days,1481.3995396596617
946,36,Doubles in 9 Days,1599.9999999999968
947,37,Doubles in 9 Days,1728.0955822276862
948,38,Doubles in 9 Days,1866.4464633217824
949,39,Doubles in 9 Days,2015.8736798317925
950,40,Doubles in 9 Days,2177.264000278998
951,41,Doubles in 9 Days,2351.5751876409527
952,42,Doubles in 9 Days,2539.841683149113
953,43,Doubles in 9 Days,2743.1807451298264
954,44,Doubles in 9 Days,2962.799079319322
955,45,Doubles in 9 Days,3199.999999999992
956,46,Doubles in 9 Days,3456.1911644553707
957,47,Doubles in 9 Days,3732.892926643563
958,48,Doubles in 9 Days,4031.747359663583
959,49,Doubles in 9 Days,4354.528000557994
960,50,Doubles in 9 Days,4703.1503752819035
961,51,Doubles in 9 Days,5079.683366298224
962,52,Doubles in 9 Days,5486.361490259651
963,53,Doubles in 9 Days,5925.598158638642
964,54,Doubles in 9 Days,6399.999999999982
965,55,Doubles in 9 Days,6912.3823289107395
966,56,Doubles in 9 Days,7465.785853287124
967,57,Doubles in 9 Days,8063.494719327164
968,58,Doubles in 9 Days,8709.056001115985
969,59,Doubles in 9 Days,9406.300750563802
970,60,Doubles in 9 Days,10159.366732596442
971,61,Doubles in 9 Days,10972.722980519295
972,62,Doubles in 9 Days,11851.196317277276
973,63,Doubles in 9 Days,12799.999999999955
974,64,Doubles in 9 Days,13824.76465782147
975,65,Doubles in 9 Days,14931.57170657424
976,66,Doubles in 9 Days,16126.989438654318
977,67,Doubles in 9 Days,17418.112002231963
978,68,Doubles in 9 Days,18812.601501127596
979,69,Doubles in 9 Days,20318.733465192876
980,70,Doubles in 9 Days,21945.44596103858
981,71,Doubles in 9 Days,23702.39263455454
982,72,Doubles in 9 Days,25599.999999999898
983,73,Doubles in 9 Days,27649.529315642925
984,74,Doubles in 9 Days,29863.14341314846
985,75,Doubles in 9 Days,32253.97887730862
986,76,Doubles in 9 Days,34836.224004463904
987,77,Doubles in 9 Days,37625.20300225517
988,78,Doubles in 9 Days,40637.46693038573
989,79,Doubles in 9 Days,43890.891922077135
990,80,Doubles in 9 Days,47404.78526910906
991,81,Doubles in 9 Days,51199.99999999977
992,82,Doubles in 9 Days,55299.05863128582
993,83,Doubles in 9 Days,59726.28682629689
994,84,Doubles in 9 Days,64507.9577546172
995,85,Doubles in 9 Days,69672.44800892776
996,86,Doubles in 9 Days,75250.4060045103
997,87,Doubles in 9 Days,81274.93386077142
998,88,Doubles in 9 Days,87781.78384415423
999,89,Doubles in 9 Days,94809.57053821807
1000,90,Doubles in 9 Days,102399.99999999949
1001,91,Doubles in 9 Days,110598.1172625716
1002,92,Doubles in 9 Days,119452.57365259374
1003,93,Doubles in 9 Days,129015.91550923436
1004,94,Doubles in 9 Days,139344.8960178555
1005,95,Doubles in 9 Days,150500.81200902056
1006,96,Doubles in 9 Days,162549.8677215428
1007,97,Doubles in 9 Days,175563.56768830842
1008,98,Doubles in 9 Days,189619.1410764361
1009,99,Doubles in 9 Days,204799.99999999892
1010,100,Doubles in 9 Days,221196.23452514314
1011,101,Doubles in 9 Days,238905.1473051874
1012,102,Doubles in 9 Days,258031.83101846863
1013,103,Doubles in 9 Days,278689.7920357109
1014,104,Doubles in 9 Days,301001.624018041
1015,105,Doubles in 9 Days,325099.7354430855
1016,106,Doubles in 9 Days,351127.13537661673
1017,107,Doubles in 9 Days,379238.28215287207
1018,108,Doubles in 9 Days,409599.99999999773
1019,109,Doubles in 9 Days,442392.4690502861
1020,110,Doubles in 9 Days,477810.2946103746
1021,111,Doubles in 9 Days,516063.6620369371
1022,112,Doubles in 9 Days,557379.5840714215
1023,113,Doubles in 9 Days,602003.2480360817
1024,114,Doubles in 9 Days,650199.4708861705
1025,115,Doubles in 9 Days,702254.2707532329
1026,116,Doubles in 9 Days,758476.5643057436
1027,117,Doubles in 9 Days,819199.9999999948
1028,118,Doubles in 9 Days,884784.9381005715
1029,119,Doubles in 9 Days,955620.5892207485
1030,120,Doubles in 9 Days,1032127.3240738733
1031,121,Doubles in 9 Days,1114759.1681428424
1032,122,Doubles in 9 Days,1204006.4960721626
1033,123,Doubles in 9 Days,1300398.9417723403
1034,124,Doubles in 9 Days,1404508.541506465
1035,125,Doubles in 9 Days,1516953.1286114864
1036,126,Doubles in 9 Days,1638399.9999999888
1037,127,Doubles in 9 Days,1769569.8762011423
1038,128,Doubles in 9 Days,1911241.1784414963
1039,129,Doubles in 9 Days,2064254.648147746
1040,0,Doubles in 10 Days,100.0
1041,1,Doubles in 10 Days,107.17734625362931
1042,2,Doubles in 10 Days,114.86983549970348
1043,3,Doubles in 10 Days,123.1144413344916
1044,4,Doubles in 10 Days,131.95079107728938
1045,5,Doubles in 10 Days,141.42135623730945
1046,6,Doubles in 10 Days,151.57165665103975
1047,7,Doubles in 10 Days,162.45047927124702
1048,8,Doubles in 10 Days,174.11011265922474
1049,9,Doubles in 10 Days,186.6065983073614
1050,10,Doubles in 10 Days,199.9999999999999
1051,11,Doubles in 10 Days,214.3546925072585
1052,12,Doubles in 10 Days,229.73967099940685
1053,13,Doubles in 10 Days,246.2288826689831
1054,14,Doubles in 10 Days,263.90158215457865
1055,15,Doubles in 10 Days,282.8427124746188
1056,16,Doubles in 10 Days,303.1433133020794
1057,17,Doubles in 10 Days,324.9009585424939
1058,18,Doubles in 10 Days,348.22022531844937
1059,19,Doubles in 10 Days,373.2131966147226
1060,20,Doubles in 10 Days,399.9999999999996
1061,21,Doubles in 10 Days,428.70938501451684
1062,22,Doubles in 10 Days,459.47934199881354
1063,23,Doubles in 10 Days,492.457765337966
1064,24,Doubles in 10 Days,527.8031643091572
1065,25,Doubles in 10 Days,565.6854249492375
1066,26,Doubles in 10 Days,606.2866266041586
1067,27,Doubles in 10 Days,649.8019170849877
1068,28,Doubles in 10 Days,696.4404506368985
1069,29,Doubles in 10 Days,746.426393229445
1070,30,Doubles in 10 Days,799.999999999999
1071,31,Doubles in 10 Days,857.4187700290335
1072,32,Doubles in 10 Days,918.9586839976268
1073,33,Doubles in 10 Days,984.9155306759318
1074,34,Doubles in 10 Days,1055.6063286183141
1075,35,Doubles in 10 Days,1131.3708498984747
1076,36,Doubles in 10 Days,1212.573253208317
1077,37,Doubles in 10 Days,1299.6038341699752
1078,38,Doubles in 10 Days,1392.8809012737968
1079,39,Doubles in 10 Days,1492.8527864588898
1080,40,Doubles in 10 Days,1599.9999999999977
1081,41,Doubles in 10 Days,1714.8375400580667
1082,42,Doubles in 10 Days,1837.9173679952535
1083,43,Doubles in 10 Days,1969.8310613518634
1084,44,Doubles in 10 Days,2111.212657236628
1085,45,Doubles in 10 Days,2262.741699796949
1086,46,Doubles in 10 Days,2425.1465064166337
1087,47,Doubles in 10 Days,2599.20766833995
1088,48,Doubles in 10 Days,2785.761802547593
1089,49,Doubles in 10 Days,2985.705572917779
1090,50,Doubles in 10 Days,3199.999999999995
1091,51,Doubles in 10 Days,3429.6750801161324
1092,52,Doubles in 10 Days,3675.834735990506
1093,53,Doubles in 10 Days,3939.6621227037253
1094,54,Doubles in 10 Days,4222.425314473254
1095,55,Doubles in 10 Days,4525.483399593895
1096,56,Doubles in 10 Days,4850.293012833265
1097,57,Doubles in 10 Days,5198.415336679897
1098,58,Doubles in 10 Days,5571.5236050951835
1099,59,Doubles in 10 Days,5971.4111458355555
1100,60,Doubles in 10 Days,6399.999999999987
1101,61,Doubles in 10 Days,6859.350160232262
1102,62,Doubles in 10 Days,7351.669471981008
1103,63,Doubles in 10 Days,7879.324245407447
1104,64,Doubles in 10 Days,8444.850628946504
1105,65,Doubles in 10 Days,9050.966799187787
1106,66,Doubles in 10 Days,9700.586025666524
1107,67,Doubles in 10 Days,10396.83067335979
1108,68,Doubles in 10 Days,11143.047210190362
1109,69,Doubles in 10 Days,11942.822291671106
1110,70,Doubles in 10 Days,12799.999999999969
1111,71,Doubles in 10 Days,13718.700320464519
1112,72,Doubles in 10 Days,14703.338943962011
1113,73,Doubles in 10 Days,15758.648490814889
1114,74,Doubles in 10 Days,16889.701257893004
1115,75,Doubles in 10 Days,18101.93359837557
1116,76,Doubles in 10 Days,19401.172051333044
1117,77,Doubles in 10 Days,20793.661346719575
1118,78,Doubles in 10 Days,22286.09442038072
1119,79,Doubles in 10 Days,23885.644583342208
1120,80,Doubles in 10 Days,25599.99999999993
1121,81,Doubles in 10 Days,27437.40064092903
1122,82,Doubles in 10 Days,29406.677887924016
1123,83,Doubles in 10 Days,31517.29698162977
1124,84,Doubles in 10 Days,33779.402515786
1125,85,Doubles in 10 Days,36203.86719675113
1126,86,Doubles in 10 Days,38802.34410266608
1127,87,Doubles in 10 Days,41587.32269343914
1128,88,Doubles in 10 Days,44572.18884076143
1129,89,Doubles in 10 Days,47771.28916668441
1130,90,Doubles in 10 Days,51199.999999999854
1131,91,Doubles in 10 Days,54874.801281858054
1132,92,Doubles in 10 Days,58813.355775848024
1133,93,Doubles in 10 Days,63034.59396325953
1134,94,Doubles in 10 Days,67558.80503157199
1135,95,Doubles in 10 Days,72407.73439350225
1136,96,Doubles in 10 Days,77604.68820533215
1137,97,Doubles in 10 Days,83174.64538687826
1138,98,Doubles in 10 Days,89144.37768152283
1139,99,Doubles in 10 Days,95542.57833336877
1140,100,Doubles in 10 Days,102399.99999999967
1141,101,Doubles in 10 Days,109749.60256371606
1142,102,Doubles in 10 Days,117626.711551696
1143,103,Doubles in 10 Days,126069.18792651902
1144,104,Doubles in 10 Days,135117.61006314395
1145,105,Doubles in 10 Days,144815.46878700447
1146,106,Doubles in 10 Days,155209.37641066426
1147,107,Doubles in 10 Days,166349.29077375648
1148,108,Doubles in 10 Days,178288.75536304564
1149,109,Doubles in 10 Days,191085.15666673752
1150,110,Doubles in 10 Days,204799.9999999993
1151,111,Doubles in 10 Days,219499.2051274321
1152,112,Doubles in 10 Days,235253.42310339198
1153,113,Doubles in 10 Days,252138.375853038
1154,114,Doubles in 10 Days,270235.2201262878
1155,115,Doubles in 10 Days,289630.9375740088
1156,116,Doubles in 10 Days,310418.7528213284
1157,117,Doubles in 10 Days,332698.58154751285
1158,118,Doubles in 10 Days,356577.5107260911
1159,119,Doubles in 10 Days,382170.31333347486
1160,120,Doubles in 10 Days,409599.9999999984
1161,121,Doubles in 10 Days,438998.41025486396
1162,122,Doubles in 10 Days,470506.84620678367
1163,123,Doubles in 10 Days,504276.7517060757
1164,124,Doubles in 10 Days,540470.4402525753
1165,125,Doubles in 10 Days,579261.8751480174
1166,126,Doubles in 10 Days,620837.5056426566
1167,127,Doubles in 10 Days,665397.1630950255
1168,128,Doubles in 10 Days,713155.021452182
1169,129,Doubles in 10 Days,764340.6266669495
